Ticker,AAPL,AMZN,GOOG,MSFT,NVDA
AAPL,1.0,0.932984159370374,0.9791190975032262,0.9888640661433524,0.8111837722469757
AMZN,0.932984159370374,1.0,0.9593874617500258,0.9448400887790926,0.713290312527421
GOOG,0.9791190975032262,0.9593874617500258,1.0,0.9848488076787942,0.8039165659463199
MSFT,0.9888640661433524,0.9448400887790926,0.9848488076787942,1.0,0.8331176202542444
NVDA,0.8111837722469757,0.713290312527421,0.8039165659463199,0.8331176202542444,1.0
