Metric,ppo,ddpg,a2c,acer,eq,bh
Annual Return,0.3496648984174005,0.2781404971966147,0.24866092082489813,0.25024481957629324,0.2797092565000873,0.24902515871952394
Annual Volatility,0.3243827139077105,0.2915559763353458,0.27638546803255093,0.27537272550621217,0.3193787486968923,0.2724060187714724
Max Drawdown,-0.38287144156450914,-0.35629942991256713,-0.4079323796272278,-0.3927841085624695,-0.3789782610732477,-0.39728898457486317
Sharpe Ratio,1.7198854859202666,1.4027193671784237,1.3208387872486314,1.3294709144931136,1.3062649389325656,1.3247785144229962
