Metric,ppo,eq,bh,mvo
Annual Return,1.128148694570746,0.10459804921440623,0.10524100328116616,0.06588348754984992
Annual Volatility,1.5215733997528145,0.15917685961223277,0.1522256269302797,0.2015536212543303
Max Drawdown,-0.2968796648591074,-0.23483410011157158,-0.23096778477999128,-0.2702891441345215
Sharpe Ratio,3.9156271367845528,0.8910159410373139,0.9357356874484057,0.4568629174513416
