Metric,ppo,eq,bh,mvo
Annual Return,0.2755930567537674,0.2797092565000873,0.24902515871952394,0.23129713052894393
Annual Volatility,0.28633137111577994,0.3193787486968923,0.2724060187714724,0.25948383826940735
Max Drawdown,-0.39273924879074096,-0.3789782610732477,-0.39728898457486317,-0.3657761031105918
Sharpe Ratio,1.4409240354477117,1.3062649389325656,1.3247785144229962,1.1774063121543532
